0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-276.34976,163.11636,-36.602383,31.106775,31.36291,-2.3010216,13.089446,-16.359364,-16.08763,0.53097266,-12.52857,1.0967026,-0.33947775,-13.378264,1.9172138,-2.0841515,-9.907248,-2.091593,-3.2254846,-1.555931
-293.66354,160.65553,-14.527843,31.322468,34.796013,2.4081178,10.539558,-8.645,-9.894991,-0.3692857,-14.229705,-3.5887914,2.1614425,-8.415869,-0.38000742,-0.9697841,-5.717688,2.275638,1.5584033,-3.229066
-317.1399,158.65001,-11.20303,35.171177,29.148489,-1.016955,14.362801,-10.7701645,-15.532689,0.8428528,-9.973465,-3.9788883,-0.20742147,-6.478289,-0.032490253,-5.8901024,-5.858118,4.613191,-2.268521,-5.2707505
-339.37396,134.6961,-54.196896,23.42281,22.279373,-15.392922,5.523951,-13.704888,-9.242988,0.16344938,-24.452112,-10.769396,-1.7311692,-10.979926,-1.3735435,-7.7267876,-8.614922,3.614485,-5.210492,-9.2635355
-317.8148,128.54723,-61.682484,21.1955,15.967723,-20.033272,6.13604,-15.629995,-10.664577,1.8079405,-22.74391,-10.970138,-4.0866237,-10.97934,-0.5991683,-9.681176,-8.773414,4.578994,-4.6962357,-7.872008
-312.65475,137.62215,-47.977943,23.30022,7.328438,-16.143744,22.726864,-11.1339855,-17.529753,5.469588,-11.110439,-6.661399,-1.5305767,-5.0877395,0.18377742,-7.886153,-0.136198,3.4173977,-15.242679,-6.219673
-302.89087,120.17749,-24.434511,30.41618,19.981749,-4.5782914,18.666765,-0.55842274,-0.21167338,10.14643,-4.685241,4.5397463,5.2535458,-0.9594084,8.902328,0.692853,0.66658425,8.526903,-3.584566,-1.2867389
-333.8676,126.66609,-12.358091,18.33322,10.67176,-6.182802,15.942594,-2.7812994,-10.674078,-0.0899825,-9.407233,-3.3062916,1.8768107,-4.7677197,-2.7897897,-5.074826,-0.9845654,3.7347925,-7.616473,-6.5984635
-336.4221,139.02814,-16.113373,35.146282,18.685379,-6.4725995,21.772701,-1.1707464,-6.5842113,5.175427,-8.690038,0.39878866,3.2514133,-4.8470426,1.160909,-3.0209892,1.7412021,6.100121,-8.532752,-4.1533003
-381.0977,122.452675,-76.77446,20.053564,6.7744694,-28.695778,13.856392,-14.387042,-17.722263,4.679253,-13.731368,-5.7076,-1.9574181,-8.695421,1.3145969,-6.689505,-5.04402,0.011834234,-12.857481,-4.4537864
-301.60278,118.99219,-86.07913,9.744025,2.4791794,-31.351381,9.04007,-14.97613,-14.423657,3.7692587,-17.831583,-7.7019963,-4.0774126,-12.906668,-0.7649178,-4.908007,-1.0900755,7.616164,-0.6550502,9.778952
-293.47894,118.2445,-34.46073,21.613958,13.201874,-12.026665,9.256284,-8.535482,-5.973395,2.4728727,-12.826593,-5.3691254,-6.6043935,-8.528976,1.1312214,-7.5414863,-1.3870108,3.8615928,-12.185775,-6.4793463
-352.70007,123.85041,-50.416847,36.300213,18.708847,-13.314254,20.890846,-2.8498008,1.2229387,10.331492,-12.588663,0.7733677,-1.6197189,-9.744239,2.426462,-7.3312235,0.78305775,8.078172,-10.826046,-1.6852418
-320.0868,136.23546,-21.370813,33.320904,27.28618,-0.29449004,12.605191,-5.7393003,0.39995378,4.293191,-11.587173,1.8238264,-0.7855016,-5.523555,5.848701,-4.481203,-0.72903454,7.535327,-5.674545,-1.4165102
-290.3247,146.97105,-23.432093,31.175169,16.836979,-7.381343,16.144218,-10.9178915,-8.182822,3.9439685,-16.866724,-5.6967587,-0.30362314,-8.155762,-1.913472,-6.261671,1.1399595,5.4097567,-11.015841,-5.4676857
-310.3142,130.05106,-8.3430805,38.85,22.56743,-0.57068676,17.959631,-6.4437265,-4.2652283,4.2909207,-15.090814,-3.6986923,2.0131588,-5.200032,0.22997722,-4.251629,2.240785,6.7401075,-8.665373,-4.109282
-310.2458,123.5888,-5.865241,40.334793,25.145542,1.7107787,23.501568,3.4280927,3.4984102,15.308276,-4.194814,-0.9411619,7.5773463,1.8096168,1.8877064,1.9782028,8.2499275,6.124885,-4.6991982,2.283498
-393.74615,110.42482,-59.50444,15.965652,11.228259,-18.9103,9.048339,-10.962678,-11.791966,1.0662174,-15.825668,-9.382027,-5.0250115,-6.071196,-0.30249515,-10.964121,-4.071906,4.5180764,-8.323148,-0.8141338
-320.02383,125.94693,-17.998308,18.657755,17.198223,0.22599591,13.191179,-6.4137697,-3.8580742,4.9244514,-8.996847,-0.57906437,0.37626648,-6.7718773,-0.051132813,-4.238982,0.6613788,6.3127513,-8.596581,-5.9935217
-269.44037,157.86398,-23.893675,28.142778,8.987859,-7.012445,22.37661,-12.213375,-7.403566,5.7219796,-20.634382,-4.185961,3.306077,-10.176749,-2.681814,-4.6428137,1.4861972,2.4735568,-16.07716,-7.153818
-307.89288,145.83765,-11.381777,36.583958,13.532391,-6.6534376,23.715343,-4.564325,-6.1806607,6.748527,-13.057781,-4.670082,0.99705833,-4.9576344,-1.5437938,-7.4586415,3.4073534,7.8088837,-12.562537,-6.7352953
-344.39017,118.05861,6.5075116,33.768158,19.998571,4.0520887,22.647259,4.567766,1.5805744,11.703417,-1.0912803,2.5030093,7.6192,0.19185516,0.001430039,1.4026597,7.329047,5.830124,-5.3572206,-0.83006114
-321.5955,128.63919,-75.02812,7.094167,-1.3264289,-28.09167,12.175452,-14.203633,-13.009436,6.587871,-17.654299,-9.779306,-3.5960448,-13.356245,-4.505381,-7.218922,-2.0831087,4.3897696,-7.680093,1.351925
-316.98972,136.24104,-35.32374,24.82949,18.511501,-10.299004,10.083819,-8.703532,-7.142943,-0.9094861,-13.962145,1.9705724,-0.086715296,-8.989373,2.2758536,-4.4332933,-0.66095936,6.221553,-8.249823,-4.743143
-326.541,134.86526,-19.223244,37.66402,14.659021,-11.498429,16.854156,-8.632812,-8.149662,3.469783,-14.160708,-2.0649672,0.50826305,-7.659288,-0.20423277,-4.282254,3.300635,5.9142857,-10.416993,-2.9785142
-338.42328,144.40457,-16.252794,43.88955,21.388838,-7.407501,19.004387,-7.6870003,-6.529989,3.723209,-15.633886,-1.7139047,1.9557815,-5.5033455,1.8699397,-4.4017587,5.592375,10.062263,-10.83864,-2.6138577
-315.8866,139.70135,-1.9519358,43.064426,22.456335,0.94030434,25.270592,0.44393337,-0.07308929,9.953074,-7.7975116,1.7780919,4.9165645,-3.6761346,2.0271096,0.8402486,8.102021,7.6163297,-8.640364,-0.8976913
-290.28802,122.007416,-65.75285,19.179787,1.5945867,-27.942917,12.66186,-16.471691,-16.851381,4.3827844,-14.382882,-6.8055935,-5.420966,-10.021078,1.0427039,-8.848914,-3.2072926,4.8231454,-11.215921,-2.5345316
-317.57397,119.39568,-24.553495,25.412392,15.9814205,-4.877948,9.175301,-12.326618,-6.0877357,-2.9596667,-16.56113,3.8362873,0.7553622,-11.198247,0.07654398,-3.8399508,1.5671695,6.7679,-6.4763784,0.8233167
-283.10587,131.94531,3.2803178,37.205566,19.8335,2.3858917,16.386196,-8.020622,-1.2036581,6.642677,-14.781464,-5.2349544,-1.3962215,-7.867931,-1.6535608,-6.9544234,0.5083441,7.5604315,-8.070497,-7.609572
-286.6036,128.47954,-8.140145,37.042187,22.31753,0.8307021,15.983935,-9.425917,-4.8563013,3.278243,-18.329376,-7.5226364,0.60702837,-5.1712756,-2.2894642,-6.0599537,3.547035,5.581203,-12.023617,-5.0497036
-313.4036,117.45038,0.59597665,39.52319,24.601698,8.060271,27.116516,2.9650838,1.5186026,12.895689,-2.5132816,1.927365,5.7291813,-0.91744924,1.0695839,0.34549287,6.8467407,5.524603,-7.46261,-1.1203934
-325.20886,111.347015,6.2109613,37.551254,21.520628,6.709797,24.332865,3.480318,2.4658098,11.953758,-1.9416922,1.7046324,4.7360196,-0.2434235,1.4384179,0.4820159,8.036947,7.27911,-5.347021,0.30097964
-361.93848,107.59499,-59.39079,23.768097,3.2593133,-25.857355,13.080658,-11.309265,-10.327802,1.8182851,-19.686646,-7.624148,-6.6747546,-13.905449,-1.6047493,-7.803801,0.9637575,12.007744,-1.5435591,6.7797065
-295.33084,108.20696,-40.047775,35.650856,21.404259,-7.378953,13.987125,-13.313656,-4.1268096,10.5129795,-13.031366,-5.2580976,-5.0498567,-9.93131,1.4800521,-6.3600187,1.0269756,7.5282063,-9.197694,0.1263141
-299.21436,130.40608,-38.39074,39.37738,29.643366,-3.1548734,14.503681,-15.754851,-9.816093,4.7372093,-15.381077,-3.0132196,-1.0587679,-8.354133,2.7142985,-3.512657,0.4944206,4.352117,-11.427294,-4.523669
-301.49667,112.98383,-40.70733,30.585184,26.291237,-7.732837,5.4478974,-15.220181,-10.39301,-0.7739834,-14.6875515,-1.7252911,-1.7161113,-7.943938,1.5629632,-3.7294466,2.3193514,6.338078,-8.353265,-1.1875445
-281.19818,140.51054,-34.161945,50.574394,27.362171,-8.562644,17.694136,-14.110992,-3.6626537,11.089213,-17.847128,-3.3903341,-0.38880223,-11.192422,1.9893359,-2.6244338,3.7332277,7.612724,-11.710975,-2.9703605
-267.48743,132.09105,-24.354332,45.410652,29.85495,-0.9213257,19.668,-10.596174,-8.39721,5.953562,-14.465724,-5.6566715,-1.162999,-6.179568,0.8117171,-3.7170343,5.0563107,5.219278,-13.834301,-2.9957666
-328.88007,97.63662,-49.011623,26.29813,13.211069,-15.4608965,10.349846,-12.645049,-6.9340897,7.248536,-14.934149,-8.829001,-4.6579485,-7.3057866,0.840162,-5.7549515,1.0523294,5.104992,-8.798317,-0.118161224
-324.41312,129.2586,-30.887688,13.54488,6.713948,-14.996321,5.5205984,-8.593244,-5.2226686,-2.561895,-16.962057,-1.1969712,-2.4353032,-10.638661,1.6337023,-2.6527457,1.7683641,8.669219,-3.0449224,7.001507
-349.39807,156.52417,-0.6150398,28.05775,11.180108,-5.17304,14.846518,-6.431962,-1.8698058,3.1719546,-14.882801,-0.11845623,0.19531137,-9.686166,-0.8413733,-6.6283646,0.26887307,7.421389,-11.113957,-6.806619
-331.0412,143.6061,-11.327881,34.337147,11.763506,-8.625653,19.042099,-5.800673,-4.5379004,4.245737,-14.930527,-2.8725471,0.43494827,-6.6999493,-1.0610915,-7.110955,1.6878725,5.405451,-11.679476,-4.28998
-356.3362,120.51282,-1.2060647,38.50463,17.060785,-0.5305476,25.300869,4.2480936,2.7244654,12.155977,-2.1100647,5.633056,7.476367,1.0622003,5.6387753,2.2480018,7.4891315,7.485207,-4.591032,3.1047187
-332.09482,127.91706,-54.07514,17.313269,1.943608,-23.44323,12.6826,-11.202271,-7.9467316,7.1404986,-14.091061,-4.9925175,-2.4644022,-6.3461256,4.286159,-6.1956596,-1.2498734,6.353939,-9.620884,-1.7938023
-357.23312,130.72662,-27.474796,15.428902,11.56419,-9.686065,8.206924,-6.8746047,-4.517599,-1.1289965,-14.835324,-0.03383646,-0.5520849,-9.335443,0.49205926,-5.135558,-2.2145317,4.1488905,-8.939895,-4.126278
-285.24747,153.76952,-0.834898,25.72807,7.9374957,-6.5960207,19.27426,-1.8627591,-3.0403652,4.6659756,-12.752569,-4.4510045,-1.9700173,-8.8727865,-3.2073698,-7.4149694,1.4089745,5.778689,-13.61563,-7.536623
-296.94897,146.85736,-13.266106,27.590155,8.089258,-15.162444,15.603694,-1.95721,-7.25453,0.94460356,-11.508956,-4.2458234,-2.8869786,-5.0901246,-0.82858896,-9.838921,0.13508934,5.9297748,-11.798173,-5.364934
-350.89484,121.76147,6.9610095,33.487076,17.893824,4.566725,24.549866,4.5944242,2.7972941,11.877539,-2.3841531,3.0657532,6.9853606,-0.37173983,2.0060766,1.8454546,7.2430096,6.9154153,-5.328609,-0.14858575
-401.31796,128.98953,-38.400368,14.55086,4.66521,-16.080189,12.238138,-8.461978,-7.6227384,3.6989205,-14.652146,-7.5194163,-4.3232474,-8.330186,-1.0765277,-7.381647,-0.8294577,3.581858,-11.466583,-2.8660796
-318.11163,123.478775,-33.79583,23.989004,15.46938,-8.77036,14.071681,-8.204689,-6.793317,4.9089904,-12.759888,-4.26911,-0.9983837,-8.396414,-1.8148651,-3.6261265,2.3663793,2.984303,-9.450514,-0.09657981
-336.57916,128.45772,-34.138504,22.721518,19.790747,-8.056771,6.9849916,-12.65904,-9.567618,-1.3483359,-14.687502,-1.8899169,-2.8048937,-7.864643,3.4038215,-7.325069,-4.1628976,6.892724,-8.734897,-6.4132066
-300.29312,144.473,-4.5500975,35.509068,19.823465,3.047898,19.585846,-7.455709,2.2708378,9.369606,-18.235874,-4.28108,1.9495683,-10.054276,-2.5460331,-3.621768,2.717423,4.8320336,-12.786252,-6.450374
-317.58798,131.30083,-1.5578152,33.558735,24.525467,2.971968,14.332182,-7.5491424,-5.441135,4.1466417,-15.844248,-10.116589,0.7497443,-3.6711464,-3.2659605,-4.0686707,4.2982287,4.2911496,-11.340886,-5.1929073
-365.59503,114.20365,7.581258,34.567368,23.181147,8.378765,22.099083,2.421379,1.5111825,11.511697,-1.826503,0.4061693,5.5815244,1.0984058,0.6063247,1.8349289,9.667116,6.08085,-5.4013386,1.1130966
-339.33878,120.91096,-45.233036,25.176735,14.59491,-18.95959,6.9089336,-12.712797,-10.005166,4.829081,-14.997775,-9.457314,-4.2174172,-7.7743335,-0.43140844,-6.0355916,-0.08955456,4.6503267,-8.996494,0.09264726
-355.30646,118.649994,-43.66663,24.213024,17.171053,-14.275769,8.699401,-10.607087,-8.31195,4.87253,-14.044082,-8.654128,-3.6508756,-7.307183,-1.3495669,-5.4483805,1.529836,4.3617325,-8.800546,-0.67659295
-309.18777,123.13157,-37.273968,31.22194,19.505283,-8.661227,13.632407,-10.824346,-4.768286,6.871665,-15.54108,-6.2260904,-3.5555224,-9.787571,-2.0890794,-7.885589,1.1391135,4.94358,-11.750924,-0.29895827
-299.42426,129.43433,-34.292545,25.461832,21.761208,-9.056066,5.132877,-13.55424,-7.849627,1.8335365,-14.252906,-4.2369304,-3.1209288,-6.374524,3.2176373,-5.782501,-0.3689392,6.4031177,-10.636196,-3.678457
-291.13916,140.87927,-5.1708083,38.509144,25.257008,0.9842005,12.916542,-10.362458,-1.3894917,5.934137,-19.213276,-8.181052,-1.5959164,-11.202215,-4.346493,-2.9358904,2.9598608,2.697813,-11.616637,-6.1185064
-322.85504,135.54315,-9.6760645,39.34686,26.040792,-0.6884873,14.350894,-8.577157,-3.026209,7.2189126,-16.351315,-10.426486,-1.791198,-5.752288,-4.3171782,-7.783079,3.610842,4.623222,-12.952203,-4.4341607
-350.83844,131.71437,-6.905651,41.106705,27.367455,4.775536,24.669762,2.5127385,4.236464,14.332005,-4.9756465,-0.04764401,3.14667,-3.2308671,0.4728732,-0.97659695,7.0030584,6.8750405,-6.036636,1.2801661
-361.19595,112.81834,-44.159386,29.097021,18.162102,-17.350737,6.7195764,-10.247309,-7.5512333,2.179366,-17.480549,-9.33676,-5.0494018,-8.865876,-1.9819164,-7.491516,0.7745938,4.8908753,-10.011992,-0.54909253
-344.4176,118.29883,-36.40158,9.46077,14.651785,-4.6495686,8.001964,-9.642809,-7.901502,3.7949355,-3.322016,1.3319476,-0.31658524,0.6096082,5.2225695,-5.2017236,-0.72737676,2.460836,-5.53227,1.2742351
-348.67807,115.12504,-90.162315,3.6797633,16.15895,-28.24971,0.9424445,-10.295358,-17.50802,0.7782939,-7.077526,-4.784079,-3.1773398,-6.489213,1.1628817,-3.5963664,-3.477995,2.064818,0.4563884,8.379533
-325.13156,166.12227,-33.65632,22.861393,27.623571,-10.871899,14.887845,8.926029,-6.2975326,-3.9730368,-6.7001767,3.3142035,0.7503441,-8.151112,-0.68689805,0.3173785,1.4940491,-0.77132416,-7.859483,0.17402408
-383.9742,138.31741,-75.50812,2.5162323,17.076294,-20.27552,7.5149508,-5.4537373,-20.184305,-6.8423114,-7.7136087,-4.836812,-4.4396625,-3.7659438,-0.4979847,-5.2677774,-1.3404198,-5.3855157,-11.477281,-0.877094
-320.27078,137.34563,-57.83473,14.616345,13.652019,-16.154999,11.015674,-9.281333,-12.364737,-3.3719049,-15.243945,-1.1907483,-1.4740374,-7.702177,4.196652,-2.1218271,-3.2321281,-0.64859045,-7.105633,-0.56845593
-326.18774,125.23504,-44.722973,11.889422,19.545834,-8.931459,1.5273519,-16.627352,-18.213823,-7.3589435,-12.766064,-6.8001914,-5.9568434,-1.3820432,2.681522,-10.005251,-4.88562,-1.7690823,-10.083872,-2.3759196
-307.96585,148.78157,-19.067307,24.668854,31.508785,-8.67563,11.082283,10.658477,-11.857369,-6.955408,-0.011195671,-2.353405,-4.873783,-3.8556356,-2.6092708,-0.22455078,4.6653147,-2.7748287,-7.6781807,1.3658035
-374.90012,128.53114,-54.151394,13.915602,23.956644,-14.7440195,1.072408,-7.6738186,-15.628599,-12.151258,-14.298871,-4.3571296,-6.3054338,-5.6824355,0.00023229638,-7.9883604,-1.1150273,-2.3238168,-14.744992,-3.2820215
-392.33374,127.59355,-70.665764,3.3073974,9.867532,-23.868961,8.202887,-4.6714106,-15.794364,-3.936285,-12.744595,-8.455963,-6.6545343,-11.155521,-4.1372447,-6.474539,-7.6075296,-7.5301137,-7.7486734,4.8095236
